,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1,0.0756585,0.544723,-0.13820945,-0.27155274,0.29164538,-0.15992829,-0.09252479,0.060097978,0.26654282,-0.27873576,0.6761899,0.27834502,-0.40646416,-0.04772411,0.27456954,-0.028954176,-0.44974178,0.36293823,0.27104992,-0.22950359,0.085439175,0.16388233,-0.05292505,-0.045795698,0.08888118,-0.02053927,0.038394853,0.19871527,-0.24319711,-0.13864726,-0.038374193,-0.21560152,-0.38377905,-0.26127386,-0.14581072,0.013776256,-0.18764946,0.3698793,-0.17199212,0.112688914,0.07421592,0.0038077426,-0.32438293,0.019481415,-0.11970013,-0.073533244,-1.2922755,0.5833014,0.2813958,-0.0028378547,-0.007991021,0.17301811,0.06873437,0.009472532,0.39073527,-0.2712298,0.4192804,-0.36191994,0.11408286,-0.14370394,0.21531661,-0.12504335,0.24912074,0.24575874
2,-0.31790212,-0.16586205,-0.07404778,-0.47824872,0.6894405,-0.12489876,-0.05305668,-0.275801,-0.19160172,0.079127826,0.017280236,0.28616744,0.0035023799,0.21719185,0.15985775,-0.32735896,-0.13456394,0.28086773,-0.2906961,-0.17847434,-0.38820058,-0.20379974,-0.26732412,-0.722294,-0.34142053,-0.2648577,0.6483394,-0.028330028,-0.22197649,0.44087833,-0.14740634,-0.14484496,-0.47078982,-0.058162574,-0.21254213,-0.13804044,0.00090320926,-0.43250954,-0.08601579,-0.24906938,-0.025288122,0.027741475,0.2578376,-0.26823795,0.5836908,-0.0041981884,-0.95729244,-0.09954705,-0.14678816,-0.04794088,-0.039584164,0.18258101,-0.0024231232,0.34727746,0.29194236,-0.09911915,-0.23461443,0.053301495,-0.3001563,0.378734,-0.43701693,-0.24543735,-0.48825032,0.015418235
3,-0.5005475,0.44664973,0.21815073,-0.007563786,0.6968984,-0.21461736,0.13991861,-0.14382014,0.46212944,-0.17470175,0.21393904,-0.035716087,0.13906991,0.14366698,0.2311573,-0.10374881,-0.06421632,0.10672338,-0.65045416,0.09669793,1.0216509,-0.32050607,-0.12763087,-0.5015477,0.22827148,-0.01410836,0.01626733,0.4335092,0.16713408,0.82135844,0.16167413,-0.20907134,0.092240825,-0.05022193,-0.42513493,-0.20953126,0.2559824,0.09556875,0.053973198,-0.13513733,-0.201316,-0.23020314,0.20956102,0.98187625,-0.49756622,-0.20186606,0.056079336,0.07832702,0.18876614,0.0015395035,-0.041654777,0.19667996,-0.18055816,0.44379863,0.12456782,0.057771042,0.041669782,0.20037405,0.1679955,-0.04550789,0.6824459,-0.06848806,-0.3928283,-0.13321927
4,0.112275444,-0.14663687,0.41980404,-1.0404365,-0.4151222,0.35633168,0.02190961,0.0879462,-0.6150785,-0.87568986,-0.9965384,0.043521732,-0.10313005,0.025150947,-0.2894325,-0.10315082,0.16712318,-0.08302802,-0.09881487,0.16225804,0.33667663,-0.15315253,-0.5808335,0.14087157,0.9264061,0.29373568,-0.13374856,0.018148521,0.35403407,-0.6527565,-0.476939,-0.0053943703,-0.60606545,0.16742474,-0.03866299,-0.13634351,-0.13744147,0.08273185,-0.42529032,-0.23716281,-0.33420458,-0.010806677,0.3022139,-0.28634438,0.08311115,1.1240249,0.34472495,-0.047126185,1.0430634,0.048422337,0.40099204,0.0871374,-0.08178994,0.41513297,0.5584337,0.0072291046,-0.21857081,0.17004429,0.1717226,0.07324363,-0.120390795,0.40234563,-0.07728083,-0.017295042
5,0.36543527,0.28006244,0.18958881,-0.117325485,0.28020236,-0.42979032,0.110016644,0.32538092,-0.14424367,-0.08896128,0.9053088,-0.2610178,-0.2608568,-0.40226686,-0.5862653,-0.24065687,0.41506892,0.06381066,-0.95162237,-0.08120535,0.49717477,0.35077754,-0.05501535,-0.24825229,0.10657795,-0.067350656,-0.6537386,0.017056135,0.107218884,-0.028502837,-0.07501599,-0.58045995,-0.325333,-0.6298695,-0.19316034,0.08975101,0.16322842,0.017731177,0.19997326,0.06288255,0.09726095,0.12088104,-0.009569865,-0.42328706,0.32542646,0.05066642,-0.10486235,0.5370992,-0.029332876,-0.011800167,-0.027995922,0.40329593,-0.24607636,0.037157614,0.14779879,0.0122976415,0.66277367,0.3457109,0.20654878,0.3352369,-0.65790963,0.013700965,-0.5220695,0.13307163
6,-0.18526399,0.21753773,-0.023713151,0.16278644,0.19974153,0.02207077,-0.0034276892,-0.5074268,-0.3866349,-0.023315243,-0.0056949304,0.24833068,0.6566199,-0.029425384,-0.51408863,-0.6730076,0.32342088,0.035188597,0.6872643,0.08516628,0.61947465,0.0013167721,-0.04614415,0.067099854,-0.6634845,-0.13985848,0.16777451,-0.13614222,0.3814491,0.59932506,-0.1807868,0.46416873,-0.058826428,-0.075134486,-0.23924623,-0.1696319,-0.14211679,0.1076329,-0.24799392,-0.2544669,0.26230553,-0.0977321,-0.29919872,0.09658441,-0.3910464,-0.08529131,0.10222522,-0.007039711,-0.10950273,0.48055512,-0.11857744,-0.06960259,-0.03273795,0.14514215,0.3948249,0.17720196,-0.07581859,-0.2877498,-0.15633243,-0.23896164,0.01966373,0.25460652,0.14104939,-0.059581727
7,0.19647181,-0.17405875,2.0547817,0.053591345,0.16267951,0.61838233,0.010737659,0.07242041,0.022384532,0.6333978,1.0239111,-0.114951335,-0.015070601,0.065623656,-0.17762847,-0.47449934,-0.19004989,0.0652293,-0.2546197,0.22898807,-0.2764633,-0.020251859,0.7417994,0.07875055,0.4746927,0.12975846,0.9218663,0.16203105,-0.21768543,0.468648,-0.0062126103,0.06827389,-0.010772427,-0.9008267,-0.4830025,0.11644492,-0.06905876,-0.0014747585,-0.47546297,0.20168114,-0.16769122,-0.28716397,0.7606198,0.07558464,0.34123033,0.15911141,-0.8692311,0.08454303,0.2961603,-0.07988667,-0.15575838,0.13015974,0.07918278,-0.5932697,-1.0759801,-0.14413123,0.0065031406,0.7037465,0.3566719,0.4723672,-0.17381254,0.63731974,-0.027336692,-0.11962183
8,0.10901348,0.12821195,0.41211912,-0.5419952,0.26584962,0.0046864147,-0.03298134,-0.08461597,0.062525734,0.27068383,0.22733036,0.2066082,-0.039611485,-0.26743558,-0.20078443,0.33279508,-0.062440883,-0.3487858,0.12634012,0.00018376196,-0.11568844,0.14589967,0.05915137,0.12655838,0.30259705,0.12457039,0.13119435,-0.1679809,-0.018056626,0.065047994,-0.0997676,-0.0839129,0.3578397,-0.24152383,-0.19211298,-0.22846447,-0.050481934,0.13963561,0.21460287,0.09039259,-0.034717273,0.21918194,0.4598439,-0.0041677123,-0.09786291,0.008232895,-0.8038863,-0.062161352,-0.12552598,-0.10107261,-0.029944882,-0.13316263,0.047644567,-0.16369411,1.0214506,0.04115182,-0.057402495,0.19607314,0.29096135,0.63408816,0.20712219,-0.364146,0.48886538,0.009240362
9,-0.01728581,0.14807257,-0.34316474,0.18322925,0.39246067,0.07644461,0.31278327,-0.07273593,0.08952508,0.12262476,-0.061023343,0.17079401,-0.31854987,-0.1495981,0.47629568,0.30674848,-0.1590104,-0.17368016,0.15141268,0.19693844,0.31721303,0.12167098,0.05574091,0.09269767,-0.16065672,0.05556226,-0.4912974,0.41739246,-0.28750643,-0.29465064,-0.020797513,0.39205563,0.037529178,-0.2439623,-0.04946959,0.3288069,0.4244854,0.08951651,-0.111533545,-0.060097933,0.063767016,0.06350904,0.26825708,-0.2750415,-0.10503475,-0.2639673,0.4241662,0.6467481,-0.22567602,0.43529168,-0.04556496,0.24984695,0.52350265,-0.213733,-0.1473261,0.18418755,-0.50782716,0.30594456,-0.034977924,-0.13948923,-0.69990695,-0.22908534,-0.25773337,0.2558283
10,-0.6315378,0.049559645,0.6155226,-2.0389152,0.059475992,-0.050547596,-0.017375674,-0.16651769,-0.058465265,-0.012679722,0.29192483,-0.72126645,-0.38631546,-0.26532105,-0.76627916,0.36632678,0.16591874,0.1781037,0.18904196,0.36180732,0.22837439,-0.2021285,0.23380052,0.33249956,-0.5906408,0.5291566,0.45811182,0.8745081,-0.30916893,-0.060012016,1.08056,0.41022807,-0.6135395,0.0425939,0.45182666,0.16358012,-0.26332614,-0.35656524,0.21701671,-0.14546551,-0.23118247,0.0011589337,0.40766725,-0.06954503,-0.24082139,0.02616575,0.35995275,0.26438487,-0.8580837,-0.17793554,0.024921408,0.13549739,-0.15894708,-0.00070251065,-0.041635003,-0.5038363,0.104501046,-0.18522389,-0.3864661,-0.29390362,0.16356477,0.57124573,-0.35394323,0.10106455
