,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
37,-0.13191764,0.06580282,-0.017239193,-0.07652768,-0.118771546,0.05061446,-0.0036281652,-0.34270003,-0.23129606,0.0015920042,0.14583898,0.10798965,-0.16323064,-0.029207377,0.17738585,0.5182749,-0.25989234,0.05135114,-0.13490404,-0.08527622,0.10145566,-0.29379126,0.31651446,0.038386885,0.3341431,0.09822713,0.17906557,-0.0020821358,0.08577456,0.098364964,0.33415198,-0.08323081,0.18601352,0.116316654,0.2662459,-0.25230327,0.119790345,0.08360453,-0.13903397,0.16733092,-0.015924504,0.107107356,-0.014846849,0.009243227,0.3226659,-0.34141672,0.045636658,-0.07970328,-0.70079017,0.17841658,0.053584415,-0.010287299,0.11055787,-0.21851322,0.12706226,0.028966779,-0.22206311,-0.019011872,-0.13350461,-0.14592235,0.022233436,-0.16586202,-0.14663059,-0.15525375
38,0.12985298,-0.13245386,-0.21066469,0.36907116,-0.40670884,-0.06774415,-0.25814658,-0.35261664,-0.020095792,-0.10126066,-0.22157101,-0.20863152,0.45776144,0.107796244,0.1961557,0.45556146,-0.49970087,0.08305054,-0.2242239,0.041104868,-0.11037149,0.1873667,0.03497845,-0.099207535,0.71672845,0.13296425,-0.22962345,0.009143148,0.27357292,-0.14826597,-0.30638185,0.17586996,-0.7085996,0.45699096,-0.10953291,-0.23928489,-0.060886875,-0.2518508,-0.3087053,0.15116504,-0.31834212,-0.07752828,0.70411414,0.23114048,-0.41350925,-0.14609791,0.3639091,0.1646512,-0.5539481,0.051602684,0.11545268,0.04824713,0.06714568,0.3250797,-0.04502262,0.042194884,-0.5395478,0.059126377,0.10162289,0.26115358,0.2191498,0.07720843,0.2310846,-0.4092501
39,-0.5658296,0.27313077,0.19084129,-0.10804544,0.02602074,0.11719355,0.005466718,-0.15704568,0.15630649,-0.05288226,-0.198035,0.33540067,-0.021559015,-0.19388396,-0.26365504,-0.104444765,0.16708125,-0.1500653,-0.0057470696,-0.12586914,0.05285286,-0.23175582,0.26790616,0.28429762,-0.052556783,0.29937175,-0.20762457,-0.3427183,-0.15370965,0.3631872,-0.7387556,0.09233057,-0.095271826,0.49309388,0.13248077,-0.19520305,-0.17816414,-0.39225537,-0.106331125,-0.34407866,0.050494786,0.21382505,-0.04338039,0.4916279,0.086229585,-0.101083696,-0.19718552,-0.56110525,-0.26832205,0.02374101,0.31185234,-0.044161946,-0.08260591,-0.104387864,0.08092927,0.1705792,-0.07900484,-0.3633321,0.00570349,-0.023206597,0.12605686,-0.34652627,0.2761685,-0.43409276
44,0.29341942,-0.028356176,0.37367833,0.5077757,0.006968712,0.00262236,0.08126539,-0.39034626,0.030484645,0.043104,0.19720073,0.122391894,0.28811175,0.13868931,-0.18564631,0.12222418,-0.1753111,0.09184165,0.03216849,-0.41881424,-0.18740647,0.10892798,0.18964376,0.15941054,0.05766699,0.25796464,-0.059866272,-0.18248078,-0.05405453,0.0033192434,-0.13280593,-0.34975746,0.03001293,-0.43369275,0.15392916,-0.8005121,0.08772657,-0.23402946,-0.030779215,-0.0061842473,-0.061661437,-0.092507035,0.048073743,0.16102739,0.04415833,-0.16930123,-0.2829775,-0.24810882,0.10759141,0.024663651,-0.01635411,-0.07590576,-0.06418367,-0.40560916,-0.16003793,0.51304173,0.023562394,0.016860716,-0.014342407,0.086513914,-0.034825463,0.075076655,-0.14443243,-0.24512902
45,0.013874548,0.04375278,-0.26521,0.33623427,0.054340407,-0.12528375,0.09743636,-0.58659345,0.05429176,-0.024878219,-0.12190311,-0.13875084,-0.0059041507,0.0029793975,-0.05739293,0.022636125,-0.36120775,0.2745175,0.0065268483,-0.14904241,0.011021291,-0.30213052,0.024451453,0.5289799,-0.14309107,0.26098952,0.115502015,0.07847368,-0.14076345,0.15939291,0.4141362,0.16656816,-0.031214714,0.24342315,0.19959255,-0.061447207,-0.15162621,-0.17006063,-0.10851816,-0.3030129,0.04582065,0.074862294,-0.21233076,-0.44966048,-0.27445504,-0.100213036,0.27885053,-0.0541249,0.12535392,-0.1871569,0.3089868,-0.03110035,0.3399669,0.02063446,-0.182608,0.37304172,0.15572609,-0.15994547,0.23289943,-0.2004232,0.056794852,0.33618942,0.06865059,-0.2866381
46,0.13775547,0.09034588,-0.30972746,0.056575544,-0.003058892,-0.16314103,-0.12064169,-0.21655357,0.090905495,-0.16677707,0.110707834,0.24427707,-0.0020134342,0.2479945,-0.07750398,-0.16212341,-0.24692921,0.11420775,-0.21265258,0.012133161,0.10367936,-0.15501824,-0.057925645,0.05321315,0.001537122,0.1235113,-0.33529145,0.02245,-0.2330235,0.10266702,0.12642547,-0.10106866,-0.16516598,-0.14362769,-0.532015,-0.37523854,-0.06803515,-0.045186132,-0.10558905,-0.19293529,-0.08040846,-0.1181147,0.2819778,-0.26020923,0.21376261,-0.05825404,0.026987052,0.029033244,-0.045709297,-0.3850129,0.04591191,0.13941349,0.04900441,-0.17319027,-0.022211108,0.67072004,-0.19463383,-0.18026978,-0.31793565,-0.072849356,0.16937225,-0.8108419,-0.0918574,-0.029199349
47,-0.06645073,-0.008193584,0.30843067,0.015053949,0.08317522,0.064605236,0.069980584,-0.14744043,0.03600874,-0.05313973,-0.010941733,0.31859642,0.07894095,0.2366875,0.1868584,0.0003872104,-0.51660746,0.27419958,-0.40721005,0.020964347,-0.19037957,0.012180949,-0.053429414,-0.123719685,0.0998288,0.08313947,0.12683406,-0.0010906385,-0.14300354,-0.034896772,-0.025405625,0.14475374,-0.017364774,0.12826918,-0.037426002,-0.49233758,-0.18685403,0.055128187,-0.46890038,-0.12911679,0.24574375,0.24406546,-0.08251652,-0.33266824,-0.028593376,-0.2011517,-0.238786,-0.17935425,-0.093921825,-0.17922314,-0.21799153,-0.31814253,-0.058808394,0.26103312,-0.09027535,0.16446164,0.4459762,0.35716045,0.11086599,0.012055288,-0.33520263,-0.263403,0.34066215,-0.11902918
48,0.27732,0.7648533,0.28030217,0.09797995,-0.018885333,-0.082521506,-0.19293371,-0.29598224,0.42124632,0.20300613,-0.28325775,-0.5723428,0.4877682,-0.093163624,0.1702542,-0.5916427,-0.1391225,-0.5284431,-0.08940531,0.49781674,-0.066603415,-0.19593538,0.4003475,0.62001497,0.38471863,0.44264206,0.28024098,-0.28047404,0.032131158,-0.17935742,-0.24993068,-0.3556932,-0.000839043,0.14625609,0.23084685,0.06477699,0.16570905,-0.13417979,0.042084657,0.12184046,0.06285981,0.30030075,-0.18210578,-0.26720586,-0.2715836,-0.54864055,0.38609907,-0.53593796,0.1989909,0.18748522,-0.38189173,0.16253337,-0.05895856,0.35981333,0.012704025,0.41071367,-0.23483743,0.090798624,-0.49189565,0.0703255,-0.56051546,-0.70525575,-0.7116097,-0.19548777
49,0.009673129,0.28207377,-0.048622843,0.26158518,0.119219765,0.35638312,0.15826015,-0.11552398,-0.12483683,-0.10200024,0.10690767,0.15803923,-0.10449491,0.21513104,0.084866285,-0.13657138,-0.39818376,0.0059722792,-0.01563402,-0.006854646,-0.22055458,-0.3871404,-0.095405385,0.20965151,0.16221584,-0.34690946,0.059031922,-0.2412656,-0.07014014,0.30999014,0.060628958,0.26561895,-0.20936735,-0.06024817,0.0032547466,-0.099930495,0.19808552,-0.34003538,-0.27916032,-0.07983764,0.1243198,0.18361238,0.08287116,0.39103872,0.20631418,0.29827458,0.4925772,-0.3234551,0.050049044,-0.0079103755,0.30302367,-0.25224915,-0.4343616,-0.133637,-0.292708,0.24190028,-0.03942131,0.1557659,-0.7781638,0.15085626,0.019752927,0.14850749,0.04239559,-0.3141863
55,0.06793024,0.18230629,-0.10841819,0.3080387,0.14467375,-0.013555895,0.11405957,0.030947838,-0.11142411,0.027455784,-0.18733907,0.126419,0.04729416,0.38409454,-0.27554315,0.12648465,-0.40566844,-0.17803396,-0.11413898,-0.26043642,-0.35050914,0.1040861,0.12275385,0.3430853,-0.1262223,0.20687954,-0.08722175,0.04398603,0.06428386,0.055333927,0.27000803,-0.28604499,0.25764352,0.20686984,-0.16222553,0.31633663,-0.04806674,-0.0024502454,-0.37891847,-0.22699432,0.40529403,0.11125606,0.13651615,0.047397014,-0.19792284,-0.3046538,-0.073748454,0.11968266,-0.44503763,0.3093409,-0.2021484,-0.11010707,-0.18116483,0.20900355,-0.20910236,0.38374397,0.02567999,-0.32968104,-0.16783857,-0.22853045,0.14136219,0.0034017502,0.055408075,0.044761263
56,0.048742585,0.35598236,-0.3566888,-0.38681644,-0.0053731855,0.13854945,0.58691823,-0.36960584,0.054716453,-0.44807896,0.055908054,0.17772704,0.23668422,-0.048497956,-0.12809809,0.03727417,-0.23437858,-0.5256799,-0.17596151,-0.6669759,0.44078425,0.47314173,0.1979794,0.026665226,0.058167193,0.3266411,-0.31827173,0.06302738,-0.09384471,0.21200868,0.35580567,-0.14608333,-0.05236142,0.093692414,0.10580937,-0.43947348,-0.24768189,-0.4231756,0.2790983,0.43363127,-0.032365188,0.85613537,0.107220255,-0.15065286,-0.10630446,0.4987356,0.38368887,-0.050489575,-0.1332589,0.114720576,-0.02741077,-0.09863577,-0.30083176,0.08730485,-0.0052346173,0.38063163,0.42835894,0.09171489,-0.021008635,-0.03724457,0.03938965,0.092790596,-0.250078,-0.39119408
57,0.038425475,0.15882614,0.22917898,-0.060924068,0.27638507,0.0927843,0.23669685,0.07922114,-0.08966736,-0.09886816,-0.18711951,0.11444603,0.2454403,-0.029215151,-0.05692937,0.6234062,-0.4293548,0.20366144,-0.050438743,0.09819795,0.30547407,-0.004011723,0.29526323,0.46850753,0.25865263,0.09126387,-0.09457584,0.1421092,-0.22819667,-0.22207868,0.05718692,-0.01370822,0.00729081,-0.10106151,-0.120571055,-0.040673725,-0.08005914,-0.24747178,0.28469956,-0.03981769,0.047096234,0.15175053,0.024117727,0.3415052,0.08676413,-0.0064349133,0.31410837,-0.1329602,0.4124824,-0.023120433,-0.19912867,-0.12986355,0.12488079,-0.11314829,-0.16383505,0.22428282,-0.14730206,0.08112228,0.10892309,-0.41834474,-0.03167472,-0.13336802,0.2592917,-0.14207451
58,-0.90632284,-0.45507786,0.7801511,-0.09007529,-0.07511235,-0.040285636,-0.06359581,0.024045074,-0.31198865,0.2762405,0.06426358,-0.3068506,0.32085186,-0.0809896,-0.42331412,-0.14489512,-0.15493326,-0.08710706,-0.15507363,-0.19839166,-0.19591375,-0.017402353,-0.03722252,0.45850214,-0.19352172,-0.105146065,0.01651888,0.43139878,0.25558898,-0.5022802,0.7793865,-0.13209678,-0.60536575,-0.06296022,-0.18918326,-1.08105,0.096242934,-0.008089804,-0.43656003,-0.012634265,0.6917037,0.2316196,-0.31376258,0.35420433,-0.36444762,0.29211697,0.010132822,0.42861158,-0.13943258,-0.4690167,0.34559172,-0.016982708,-0.12939833,0.39312586,0.46305105,0.16973718,-0.61874956,-0.33821192,-0.4663993,-0.3799184,-0.4487557,-0.059355907,-0.24439824,-0.58770126
59,-0.080865346,0.13921842,0.18500325,-0.082599096,-0.2656558,0.1042144,0.15666026,-0.5360325,-0.35358167,-0.1626875,-0.052249685,0.320074,0.08118763,0.3330564,-0.1558555,0.16818687,0.8572578,0.18267004,-0.0917464,0.03187165,-0.52549154,0.22434264,-0.29958194,0.57003343,0.52307767,-0.26033854,0.3851122,0.53882354,-0.39391473,0.19333127,-0.35809106,-0.17034797,-0.13662268,0.17265655,-0.17803971,-0.12543309,-0.41642052,-0.004397143,-0.09653523,-0.50166696,0.15878278,0.32162473,0.14517608,-0.32028875,0.0094438065,0.12933142,0.10636091,-0.31631467,-0.3316014,0.09365904,-0.18292655,0.13864492,-0.096157245,-0.3174912,-0.12279328,0.17154707,-0.20238131,0.18635662,0.12587969,0.06655898,-0.18051004,0.075003505,-0.27437252,-0.15485105
66,-0.41231003,-0.02448511,0.46064335,-0.09673486,0.07289492,-0.2638782,-0.32081088,-0.42424908,0.08040425,0.057542987,-0.017603025,0.041174795,0.12791769,0.30169037,-0.06910824,0.134272,-0.64472353,-0.021671768,-0.11085707,-0.11739814,-0.0503184,0.29221427,0.0142517965,0.12400071,0.14640556,0.13407744,0.06345527,0.16035414,0.37694496,0.09660086,0.45577273,-0.20230158,0.092900574,0.33908778,0.07384715,0.045541693,-0.12423956,-0.43838367,0.25016665,-0.24063088,-0.08418387,0.20853004,0.055806395,-0.15154892,0.036624465,-0.098659955,0.03206241,-0.14541616,0.25741717,0.078346625,0.4762662,-0.14619651,0.0044565513,-0.20700197,-0.27219203,0.15914229,-0.00343101,0.21826605,-0.27272052,0.31749925,0.18240595,-0.09871762,0.10952282,0.3824935
67,-0.27057108,0.25206563,0.0473334,0.071184844,0.027487818,0.053103924,0.27958885,-0.321284,-0.16184294,0.024604829,-0.047115777,0.0880049,0.0399669,-0.179485,-0.108129315,-0.09596997,-0.3113892,0.22879478,-0.07372506,0.03301656,-0.11680557,-0.09622234,0.023139782,0.4065591,0.11968032,-0.37228262,-0.23072824,-0.17792273,-0.40152806,-0.0042953617,0.34479547,-0.10787215,0.046416953,0.14805381,0.13756453,-0.33430445,-0.041762985,-0.030981064,0.06130684,0.15549588,-0.1116215,-0.029666897,-0.04460966,-0.13629083,-0.2642223,-0.017221259,-0.38149172,0.06192214,-0.13162185,0.13586996,-0.07608082,0.19518794,-0.15468113,0.36521873,-0.5308686,0.14425243,-0.31441313,0.15067647,-0.08183383,0.0018950839,0.11584261,-0.103116885,-0.04996971,0.09333339
68,0.369794,-0.012245588,0.54334676,-0.31786567,-0.4085852,0.023445684,0.12885581,0.29771605,-0.1283374,0.58596945,-0.16053288,-0.04004542,-0.38253862,0.29893437,-0.37516782,0.24792878,0.039700072,0.44991452,-0.24991599,0.155207,-0.124948,0.34198976,0.1150299,-0.58190686,-0.08595966,-0.03968708,-0.32852423,-0.15444197,-0.18229952,0.05535921,0.80952144,-0.044109892,-0.046700064,0.55268365,0.3252067,-0.14391327,-0.20040788,-0.4840895,0.41439742,-0.3738412,0.0650495,-0.07489631,0.036400348,-0.14118458,0.011688299,-0.34180427,0.34019247,-0.4305708,-0.40882573,-0.45143488,-0.25881678,-0.02939678,-0.18412055,-0.0060172947,-0.4195409,-0.30130577,0.006833641,-0.24248633,-0.3141549,0.023462173,0.12829037,-0.030673172,-0.33001706,-0.78471655
69,-0.24850622,0.2513914,0.20637618,-0.0033863299,-0.12979047,0.18649812,0.019731177,0.295124,0.15803738,-0.5213108,-0.062774695,-0.02542502,0.11590099,-0.06816985,-0.008070518,0.33057854,-0.35111198,-0.05610021,-0.068997644,-0.0072679273,-0.3807966,-0.0427863,0.09409241,-0.11444235,-0.052117467,0.30957887,0.34525204,-0.012796794,-0.22644152,0.28758135,0.026405262,-0.10093706,-0.13339779,0.09357979,0.000719631,-0.023943862,-0.1153069,0.30446422,0.10120991,0.24743077,0.22399814,-0.08743426,0.21454011,-0.16704158,-0.074510366,-0.018801033,0.05824732,-0.2789133,-0.13414241,-0.121155225,0.3216766,-0.15834072,0.10747266,-0.14414325,-0.38071743,0.32773235,-0.31209013,0.12685433,-0.010624342,-0.1346749,-0.03395674,0.02009858,-0.21638583,-0.24823849
77,0.06700553,0.100320235,0.14923456,-0.35170072,-0.14052908,0.082889095,0.0105945645,-0.43030593,0.16836043,-0.13908276,0.3374562,0.18905823,-0.012450303,-0.71492565,0.10396411,0.17408967,-0.30491054,0.11621224,0.13935,0.08674007,-0.66516006,0.05869738,-0.06381886,0.60692906,0.21598811,0.6700658,-0.13869384,0.3971439,-0.13231127,-0.15339956,0.63153106,0.084779,-0.2950364,-0.09007757,-0.09050594,0.3476591,0.044903576,-0.13378066,-0.1801827,-0.21335897,-0.096646264,0.10239826,0.18770878,0.022318775,0.20977491,-0.28588808,-0.3671316,-0.15671307,0.013617971,-0.13569818,-0.30917677,-0.27385804,-0.11065903,-0.035106175,0.057653837,0.3227611,0.16017234,-0.28581393,-0.2946521,0.19241722,0.226977,0.028270457,0.029876102,0.01477374
78,-0.20668954,0.32803458,-0.19189522,0.26457405,-0.33913004,0.05498761,-0.032499935,-0.1885471,0.5163432,0.43231553,0.1461897,0.20218459,-0.02202801,-0.19622183,0.3132034,-0.074026264,0.38938117,0.4419603,0.41551992,-0.08899662,0.1449113,0.2443363,0.7012116,-0.13453682,0.2617856,0.24623135,0.13351315,0.007439804,-0.14055195,0.07582277,0.6096443,-0.83653575,0.5420031,0.20139998,-0.23599997,0.22938843,-0.114028685,0.39043716,-0.16176707,-0.42747447,-0.072356254,0.13772099,0.111852735,0.4263867,-0.4632488,0.4023889,0.1691995,-0.1799258,-0.42462975,-0.68795264,0.31363836,-0.010222385,-0.39264724,0.26942095,0.16775087,0.89320636,-0.24962434,0.8325914,-0.19699484,-0.046192262,0.06883651,-0.14782795,0.5916906,-0.4159841
79,-0.0064632567,0.18924579,0.015239259,-0.25853178,-0.011668859,-0.040396992,0.11321866,-0.16109356,-0.016647866,-0.33008212,-0.47295803,0.20920634,0.29692695,0.16179974,0.09625316,0.115769304,-0.06516523,0.045164097,-0.049658127,-0.05128181,-0.0024502426,-0.07343079,-0.025348982,0.095369905,-0.033682153,0.22140001,0.12663728,0.078267574,0.22781146,0.59777755,0.3192526,-0.07875599,0.019464208,-0.19676894,-0.046516683,-0.12562329,0.11206932,-0.8864445,-0.13227695,-0.05789124,-0.11393458,-0.39817187,0.013833332,0.008945986,0.057403043,0.028664837,-0.15529494,-0.15760782,-0.38280246,-0.35327706,-0.13090704,0.094786406,0.09781348,0.15560162,-0.32159713,-0.2339146,-0.25726768,0.09552162,-0.1981627,-0.040844135,-0.4299193,0.11276325,0.1440331,-0.09917998
88,-0.25863153,0.16241357,0.49017465,0.059488952,0.26700905,-0.2101163,0.40152892,0.4312452,0.08314665,0.20645696,0.07455873,0.45175117,0.116064504,-0.008402517,0.06744546,0.03400348,-0.2931594,-0.09673403,0.098317474,-0.360346,0.1322778,0.12116704,-0.19535327,0.23323503,0.3014392,0.15864211,0.17898577,0.059126396,0.17051768,0.1420541,0.09867478,-0.030513532,0.10675147,0.64418465,0.45546958,-0.20248233,-0.043446966,-0.24555118,-0.70297104,-0.065439455,-0.23993364,-0.36419386,0.25899005,-0.5096155,-0.07625738,0.22774549,0.17846122,-0.23383361,0.4080747,-0.03892444,-0.33980113,0.23147064,0.11139239,-0.0501203,0.32726124,0.27727365,-0.21226037,-0.033579864,-0.2687248,-0.15796879,0.3510632,-0.11672143,-0.28836316,-0.33577624
89,0.12321174,-0.24773166,0.3173675,-0.44270897,-0.2294589,0.12414721,0.6056308,-0.62258285,-0.28794232,-0.06593618,0.30513757,-0.014544088,0.29703075,0.55949026,-0.33575502,-0.63586795,0.3027988,0.65851694,-0.10180669,-0.22249709,0.20046729,-0.15040414,0.51458275,0.3815208,-0.3319577,0.87084705,0.6040822,-0.65259796,0.34650907,0.25265232,0.5201049,0.08911225,-0.5483635,0.5785794,-0.45025983,0.035310525,-0.5350681,0.51615417,-0.3993671,0.35583693,-0.21557544,-0.3766424,-0.0070086466,0.27701706,0.040095534,-0.23080842,0.31709743,-0.2630196,0.14205146,0.3468018,-0.16691886,0.010595001,-0.25197148,-0.0019499995,-0.032394238,0.24436715,-0.4707864,0.39621985,-0.002404955,-0.4256632,0.3262681,-0.045288388,0.07556218,0.73494893
99,0.08964334,-0.10955227,-0.07358941,0.0038516824,0.004038416,-0.13613391,-0.19770584,-0.11724235,-0.18750642,-0.29560864,-0.09799505,0.4015364,0.09703725,0.013569266,-0.00074355095,0.29175484,0.027629636,0.22648026,-0.07483373,-0.39166126,-0.44161233,0.14572413,0.17719875,0.342398,0.009449303,0.28698653,-0.013269143,-0.022947548,-0.33711535,0.068026796,0.11296119,0.103072055,0.050255008,0.36634997,-0.023714544,-0.4101087,-0.023324734,-0.5086363,-0.21619245,0.050875805,-0.010792778,0.092278846,-0.08029647,-0.103770144,-0.17169522,-0.17731048,0.27281064,0.047047094,0.07882066,-0.31372002,0.01848992,0.06775934,-0.17588332,0.2393524,-0.2638894,-0.30504102,-0.011168031,0.11674994,-0.13524044,-0.09768636,0.047196005,-0.33089462,-0.08637213,0.04241507
